,name,cycle,datetime,capacity,ambient_temp,voltage_measured,current_measured,temperature_measured,time,TIEDVD
0,B0007,1,4/2/2008 15:25,1.891052295,24,3.062112709,-0.001433299,37.33847849,3690.234,2386.265
1,B0007,2,4/2/2008 19:43,1.880637028,24,3.079226238,-0.003230385,37.1617386,3672.344,2427.109
2,B0007,3,4/3/2008 0:01,1.880662672,24,3.063265547,-0.003157783,37.50810004,3651.641,2427.406
3,B0007,4,4/3/2008 4:16,1.880770901,24,3.039420908,-0.003421518,37.85540509,3631.563,2427.578
4,B0007,5,4/3/2008 8:33,1.879450873,24,3.043167178,-0.00235509,37.83587047,3629.172,2426.312
5,B0007,6,4/3/2008 12:55,1.880700352,24,3.123387982,-0.002524129,36.68060295,3652.281,2427
6,B0007,7,4/3/2008 17:17,1.879935252,24,3.118582129,-0.002681968,36.84575704,3650.828,2427.718
7,B0007,8,4/3/2008 21:28,1.881508812,24,3.04842921,-0.003604924,38.24441491,3572.453,2429.984
8,B0007,9,4/4/2008 1:38,1.869690787,24,3.016246202,0.000274813,38.66297037,3550.594,2428.563
9,B0007,10,4/4/2008 5:48,1.87005238,24,3.005452832,-0.006725827,38.74331536,3551.25,2428.984
10,B0007,11,4/4/2008 9:57,1.870044239,24,2.96653348,-0.002366402,39.17593372,3530.25,2409.969
11,B0007,12,4/4/2008 17:56,1.859651899,24,2.95834762,-0.006579885,39.59267385,3491.016,2410.062
12,B0007,13,4/4/2008 22:01,1.859074656,24,2.896976192,-0.004714079,39.74652756,3470.281,2409.891
13,B0007,14,4/5/2008 2:20,1.859008458,24,2.876004651,-0.000450805,39.88045079,3470,2409.734
14,B0007,15,4/5/2008 6:25,1.859362259,24,2.949033322,-0.006585241,39.17973626,3450.297,2410.157
15,B0007,16,4/5/2008 10:30,1.858735545,24,2.817578543,-0.004489723,39.56365952,3429.407,2388.797
16,B0007,17,4/5/2008 14:34,1.847817291,24,1.857554767,-1.988671436,39.62894832,3409.484,2389.86
17,B0007,18,4/5/2008 18:39,1.848525292,24,2.165755612,-1.988513259,39.22534721,3390.422,2390.547
18,B0007,19,4/5/2008 22:46,1.848378952,24,2.027068634,-1.985790712,39.41263216,3390.281,2390.172
19,B0007,20,4/18/2008 21:10,1.880780544,24,2.990508602,-0.003199994,38.26643351,3591.734,2430.578
20,B0007,21,4/19/2008 2:29,1.88147216,24,2.924443669,-0.002762863,39.34502064,3552.297,2451.203
21,B0007,22,4/19/2008 7:47,1.881095431,24,2.985701673,-0.002733686,38.40282689,3531.578,2431.515
22,B0007,23,4/19/2008 13:01,1.871008965,24,2.862448292,-0.002279917,39.19501045,3492.907,2431.75
23,B0007,24,4/19/2008 18:27,1.870199515,24,2.913932303,-0.000793744,39.01311177,3511.594,2429.235
24,B0007,25,4/19/2008 23:41,1.870671536,24,2.050649264,-1.989613682,38.86906912,3431.937,2430.156
25,B0007,26,4/20/2008 4:54,1.859612464,24,1.825436974,-1.98974122,39.11839966,3431.125,2429.688
26,B0007,27,4/20/2008 10:16,1.86003391,24,2.134879001,-1.989867366,38.68010761,3412.406,2411.141
27,B0007,28,4/20/2008 15:37,1.859165311,24,1.970455493,-1.987792527,38.86304568,3410.688,2409.266
28,B0007,29,4/20/2008 20:50,1.848139818,24,1.813269431,-1.987021065,39.1453117,3410.718,2408.906
29,B0007,30,4/21/2008 2:15,1.849201702,24,2.048365732,-1.98805526,38.83805642,3392.719,2392.235
30,B0007,31,4/22/2008 15:33,1.883467744,24,2.88288877,-0.002596243,38.78113988,3470.672,2417.234
31,B0007,32,4/22/2008 20:26,1.862821112,24,2.117779935,-1.987749839,39.05387577,3414.109,2407.734
32,B0007,33,4/23/2008 1:18,1.85208504,24,2.163744879,-1.98796554,38.6995517,3395.219,2397.922
33,B0007,34,4/23/2008 6:18,1.846950465,24,2.045656147,-1.987623052,38.60524149,3386,2379.359
34,B0007,35,4/23/2008 11:08,1.836828431,24,2.135620227,-1.990880773,38.42604748,3368.187,2361.484
35,B0007,36,4/23/2008 16:06,1.837161962,24,2.042987154,-1.987965741,39.04689689,3368.266,2361.156
36,B0007,37,4/23/2008 21:02,1.831672258,24,1.978616239,-1.985827106,38.83676496,3358.719,2351.312
37,B0007,38,4/24/2008 1:51,1.821147095,24,2.158453576,-1.988696121,38.49981471,3339.5,2341.89
38,B0007,39,4/24/2008 6:50,1.816506092,24,2.092603699,-1.987126806,38.58234015,3331.265,2332.906
39,B0007,40,4/24/2008 11:49,1.81138156,24,2.152888643,-1.988000423,38.78749983,3321.188,2313.796
40,B0007,41,4/24/2008 16:45,1.811605633,24,2.053741883,-1.989763558,39.31221126,3321.844,2323.265
41,B0007,42,4/24/2008 21:38,1.806054896,24,2.079330059,-1.986886765,39.40567993,3311.828,2304.078
42,B0007,43,4/25/2008 12:03,1.813204183,24,2.07597933,-1.987433786,39.32802758,3327.391,2310.563
43,B0007,44,4/25/2008 20:03,1.806264194,24,2.067434948,-1.987118282,38.61125282,3312.078,2295.437
44,B0007,45,4/26/2008 1:04,1.795831025,24,2.037264031,-1.985217168,38.56972695,3293.172,2285.625
45,B0007,46,4/26/2008 5:57,1.78588526,24,2.163267419,-1.990826155,38.34572084,3275.328,2266.984
46,B0007,47,4/26/2008 10:58,1.78032686,24,2.106631527,-1.990104969,38.48254063,3265.016,2247.625
47,B0007,48,4/29/2008 12:15,1.81507569,24,2.180927286,-1.988974957,41.04994219,3328.937,2341.797
48,B0007,49,4/29/2008 17:05,1.815702515,24,2.177349809,-1.986998523,40.36194489,3329.266,2332.657
